date,portfolio_value
2024-03-06,93060.22770999998
2024-03-07,93565.29258999997
2024-03-08,93519.00276999998
2024-03-11,93409.57276999997
2024-03-12,93506.79492999997
2024-03-13,93354.49909
2024-03-14,93066.58916999999
2024-03-15,92563.13916999998
2024-03-18,92345.14916999999
2024-03-19,92325.80209
2024-03-20,92832.47709
2024-03-21,92689.60209
2024-03-22,92823.58709
2024-03-25,92640.29237
2024-03-26,92510.60337
2024-03-27,93271.14628999998
2024-03-28,92776.44154999999
2024-04-01,93353.06980999999
2024-04-02,92932.70907
2024-04-03,92446.86407
2024-04-04,91510.71906999999
2024-04-05,92200.98658999999
2024-04-08,92433.82955
2024-04-09,92433.82955
2024-04-10,92342.13765
2024-04-11,92103.81383000001
2024-04-12,91207.15883
2024-04-15,90617.89883
2024-04-16,90315.13883000001
2024-04-17,90017.22172
2024-04-18,90090.75326
2024-04-19,90688.21940999999
2024-04-22,91259.58153
2024-04-23,92317.10923999999
2024-04-24,92304.64924
2024-04-25,92464.18605999999
2024-04-26,92527.68142000001
2024-04-29,92253.82646
2024-04-30,92041.63930000001
2024-05-01,92600.58314
2024-05-02,92599.35415999999
2024-05-03,93419.84855999998
2024-05-06,93562.07371999999
2024-05-07,93562.07371999999
2024-05-08,93562.07371999999
2024-05-09,93562.07371999999
2024-05-10,93562.07371999999
2024-05-13,93562.07371999999
2024-05-14,93562.07371999999
2024-05-15,93562.07371999999
2024-05-16,93468.704
2024-05-17,93762.93969999999
2024-05-20,93643.5597
2024-05-21,93547.54869999998
2024-05-22,93633.58945999999
2024-05-23,93114.13814
2024-05-24,93749.49364
2024-05-28,93799.78845000001
2024-05-29,93186.26845
2024-05-30,93250.12221
2024-05-31,93790.09993
2024-06-03,93750.15993
2024-06-04,94104.05292999998
2024-06-05,96493.24296999999
2024-06-06,96445.02216
2024-06-07,96182.45215999999
2024-06-10,96446.14746
2024-06-11,96349.79936
2024-06-12,96560.10637
2024-06-13,96814.90637000001
2024-06-14,96724.42317
2024-06-17,97048.10178999999
2024-06-18,96500.26679
2024-06-20,97750.99678999999
2024-06-21,97750.99678999999
2024-06-24,97605.51854999998
2024-06-25,98584.93251999999
2024-06-26,98819.59751999998
2024-06-27,98812.06710999997
2024-06-28,98818.64619999999
2024-07-01,97962.25619999999
2024-07-02,98195.65877999998
2024-07-03,97977.49377999999
2024-07-05,98293.04583999999
2024-07-08,98194.86005999999
2024-07-09,97704.10006
2024-07-10,98082.03005999999
2024-07-11,98383.89517999999
2024-07-12,98015.77518
2024-07-15,98313.38017999998
2024-07-16,98373.63517999998
2024-07-17,97338.95017999999
2024-07-18,96117.69012
2024-07-19,95235.57012
2024-07-22,96053.86416
2024-07-23,96156.87395999997
2024-07-24,94401.62309999998
2024-07-25,93954.70873999999
2024-07-26,94424.40857999999
2024-07-29,94580.28499999997
2024-07-30,94486.04011999998
2024-07-31,94348.07065999998
2024-08-01,94539.83545999997
2024-08-02,93262.30474999998
2024-08-05,91451.75974999997
2024-08-06,92373.31559999997
2024-08-07,92688.65559999997
2024-08-08,93817.76545999998
2024-08-09,93771.95533999999
2024-08-12,93999.68204999999
2024-08-13,93999.68204999999
2024-08-14,93999.68204999999
2024-08-15,93999.68204999999
2024-08-16,93999.68204999999
2024-08-19,93999.68204999999
2024-08-20,93952.72064999999
2024-08-21,93809.22064999999
2024-08-22,93995.77064999999
2024-08-23,94269.92945
2024-08-26,94269.92945
2024-08-27,94176.12048
2024-08-28,93717.74935999999
2024-08-29,94019.06735
2024-08-30,95045.07042999998
2024-09-03,95184.65865999999
2024-09-04,95193.66635999997
2024-09-05,95583.20947999998
2024-09-06,95218.34947999998
2024-09-09,95961.88591999997
2024-09-10,95870.93591999997
2024-09-11,96086.52807999997
2024-09-12,96086.52807999997
2024-09-13,96086.52807999997
2024-09-16,96038.90687999998
2024-09-17,96034.40677999998
2024-09-18,96522.02417999996
2024-09-19,96377.70417999997
2024-09-20,96212.83379999996
2024-09-23,95961.86379999996
2024-09-24,95886.92967999997
2024-09-25,95127.01467999998
2024-09-26,95375.61967999997
2024-09-27,95334.28795999996
2024-09-30,95240.21655999996
2024-10-01,94989.43551999997
2024-10-02,95006.28551999996
2024-10-03,94319.76551999996
2024-10-04,95510.97391999996
2024-10-07,95065.12891999996
2024-10-08,95278.13391999996
2024-10-09,95175.54635999996
2024-10-10,95085.15805999997
2024-10-11,95265.54865999997
2024-10-14,95418.14865999998
2024-10-15,95369.17843999997
2024-10-16,95525.60843999997
2024-10-17,95095.29243999998
2024-10-18,97480.92918999997
2024-10-21,97336.18406999996
2024-10-22,97289.88146999996
2024-10-23,96673.48146999996
2024-10-24,101918.71969999996
2024-10-25,101361.93969999996
2024-10-28,101773.60757999994
2024-10-29,101374.13557999994
2024-10-30,101150.40893999994
2024-10-31,100976.28893999994
2024-11-01,100676.87893999994
2024-11-04,101494.00145999994
2024-11-05,102782.43723999994
2024-11-06,102578.57073999995
2024-11-07,103949.88335999993
2024-11-08,103768.94335999993
2024-11-11,103674.32335999992
2024-11-12,103172.95653999993
2024-11-13,103075.94653999992
2024-11-14,102524.24569999993
2024-11-15,102245.17779999993
2024-11-18,102891.09970999994
2024-11-19,102627.77972999992
2024-11-20,103661.59950999991
2024-11-21,103870.24800999992
2024-11-22,103367.56566999992
2024-11-25,104335.20838999993
2024-11-26,104453.84820999991
2024-11-27,104322.36496999991
2024-11-29,104790.23107999992
2024-12-02,104739.40107999992
2024-12-03,104599.87231999991
2024-12-04,103613.48601999992
2024-12-05,103916.94848999991
2024-12-06,103077.71848999991
2024-12-09,102698.88848999991
2024-12-10,101965.03379999992
2024-12-11,101649.53770999993
2024-12-12,101184.75034999991
2024-12-13,101074.51034999992
